GVKEY,datadate,fyear,tic,conm,curcd,at,bkvlps,ceq,ceql,che,cogs,csho,dlc,dltt,dvc,ebit,ebitda,epsfx,lt,ni,revt,seq,costat,prcc_f,gross profit,gp/at,asset turnover,gross margin,div /share,div yeild,if pro,if div,
109621,31-Dec-21,2021,LBAI,LAKELAND BANCORP INC,USD,8198.056,16.3422,827.014,827.014,228.53,11.587,50.606,106.453,220.566,27.119,154.736,160.73,1.85,7371.042,95.041,279.679,827.014,A,18.99,268.092,0.032701899,0.034115283,0.958570361,0.535885073,0.02821933,FALSE,1,
17795,31-Dec-21,2021,CNAF,COMMERCIAL NATL FINL CP/PA,USD,471.975,22.784,65.185,65.185,33.332,0.778,2.861,0,0,5.836,9.338,9.734,1.64,406.79,4.685,19.343,65.185,A,18.1,18.565,0.039334711,0.040983103,0.959778731,2.039846208,0.112698686,FALSE,1,
178518,31-Dec-21,2021,TSAT,TELESAT CORP,CAD,6365.957,34.6526,416.524,416.524,1449.593,30.215,12.02,1.949,3826.326,0,308.228,528.141,2.22,4666.158,103.542,758.212,416.524,A,35.96,727.997,0.114357826,0.119104166,0.960149668,0,0,FALSE,FALSE,
62139,31-Dec-21,2021,PLBC,PLUMAS BANCORP,USD,1614.074,23.05,134.082,134.082,380.584,2.261,5.817,17.283,10.31,3.081,36.077,37.75,3.76,1479.992,21.009,56.786,134.082,A,33.79,54.525,0.033780979,0.035181782,0.960183848,0.529654461,0.015674888,FALSE,1,
136844,31-Dec-21,2021,BOTJ,BANK OF THE JAMES FINANCIAL,USD,987.634,14.6444,69.429,69.429,183.153,1.602,4.741,0,26.087,1.271,16.153,18.212,1.6,918.205,7.589,40.39,69.429,A,15.46,38.788,0.039273658,0.040895716,0.960336717,0.268086901,0.017340679,FALSE,1,
65548,31-Dec-21,2021,CAC,CAMDEN NATIONAL CORP,USD,5500.356,36.7228,541.294,541.294,220.625,7.858,14.74,211.608,60.088,22.104,105.212,109.575,4.6,4959.062,69.014,198.219,541.294,A,48.16,190.361,0.034608851,0.036037486,0.960356979,1.499592944,0.031137727,FALSE,1,
15199,31-Dec-21,2021,SRCE,1ST SOURCE CORP,USD,8096.289,37.0354,916.255,916.255,525.187,13.831,24.74,205.317,146.089,30.47,177.943,198.847,4.7,7126.825,118.534,354.864,916.255,A,49.6,341.033,0.042122138,0.043830451,0.961024505,1.231608731,0.024830821,FALSE,1,
17120,31-Dec-21,2021,SIVB,SVB FINANCIAL GROUP,USD,211478,275.6477,12590,16193.75,14619,233,58.748,121,2958,0,3367,3518,31.25,194869,1833,6027,16236,A,678.24,5794,0.027397649,0.028499418,0.961340634,0,0,FALSE,FALSE,
27046,31-Dec-21,2021,EIGR,EIGER BIOPHARMACEUTICALS INC,USD,126.402,2.0943,72.399,72.399,88.815,0.469,34.569,8.437,24.102,0,-76.939,-76.663,-1,54.003,-33.917,12.142,72.399,A,5.19,11.673,0.092348222,0.096058607,0.961373744,0,0,FALSE,FALSE,
19817,31-Dec-21,2021,UVSP,UNIVEST FINANCIAL CORP,USD,7122.421,26.2294,773.794,773.794,890.15,11.216,29.501,20.106,227.327,23.519,158.59,163.252,3.11,6348.627,91.801,292.955,773.794,A,29.92,281.739,0.039556634,0.041131379,0.961714256,0.797227213,0.026645295,FALSE,1,
164365,31-Dec-21,2021,WSBF,WATERSTONE FINANCIAL INC,USD,2215.858,17.454,432.773,432.773,376.722,10.378,24.795,7.127,476.265,42.68,114.547,117.973,2.96,1783.085,70.791,273.078,432.773,A,21.86,262.7,0.118554528,0.123238041,0.961996206,1.721314781,0.078742671,FALSE,1,
17877,31-Dec-21,2021,CHMG,CHEMUNG FINANCIAL CORP,USD,2418.475,45.2504,211.455,211.455,26.981,3.436,4.673,14.57,10.972,5.554,47.957,50.701,5.64,2207.02,26.425,92.178,211.455,A,46.45,88.742,0.036693371,0.038114101,0.962724294,1.188529852,0.025587295,FALSE,1,
16668,31-Dec-21,2021,AROW,ARROW FINANCIAL CORP,USD,4027.952,23.1398,371.186,371.186,457.696,5.467,16.041,5,72.293,16.296,84.014,91.84,3.1,3656.766,49.857,147.919,371.186,A,35.23,142.452,0.035365863,0.036723129,0.963040583,1.015896765,0.028836127,FALSE,1,
138781,31-Dec-21,2021,CGEN,COMPUGEN LTD,USD,132.163,1.2344,106.693,106.693,117.762,0.219,86.433,0.768,1.982,0,-35.074,-34.613,-0.41,25.47,-34.203,6,106.693,A,4.3,5.781,0.04374144,0.045398485,0.9635,0,0,FALSE,FALSE,
19262,31-Dec-21,2021,CTBI,COMMUNITY TRUST BANCORP INC,USD,5418.257,39.1303,698.202,698.202,312.001,8.704,17.843,271.61,71.199,27.927,139.927,144.96,4.94,4720.055,87.939,238.632,698.202,A,43.61,229.928,0.042435787,0.044042208,0.963525428,1.5651516,0.035889741,FALSE,1,
37082,31-Dec-21,2021,TARS,TARSUS PHARMACEUTI INC,USD,178.907,8.055,166.73,166.73,171.815,2.075,20.699,0.609,0.585,0,-12.157,-11.845,-0.67,12.177,-13.827,57.027,166.73,A,22.5,54.952,0.307153996,0.318752201,0.963613727,0,0,FALSE,FALSE,
62979,31-Dec-21,2021,SBSI,SOUTHSIDE BANCSHARES INC,USD,7259.602,28.1952,912.172,912.172,201.753,9.466,32.352,363.899,178.828,44.569,150.305,161.726,3.47,6347.43,113.401,265.323,912.172,A,41.82,255.857,0.035243943,0.036547871,0.964322731,1.377627349,0.03294183,FALSE,1,
37562,31-Dec-21,2021,SKLZ,SKILLZ INC,USD,1022.825,1.5259,623.7,623.7,560.387,13.578,408.754,4.557,293.601,0,-252.952,-241.819,-0.69,399.125,-181.377,384.089,623.7,A,7.44,370.511,0.362242808,0.375517806,0.964648818,0,0,FALSE,FALSE,
138341,31-Dec-21,2021,CRIS,CURIS INC,USD,162.301,0.9898,90.707,90.707,115.884,0.375,91.645,0.682,4.358,0,-42.065,-41.907,-0.5,71.594,-45.436,10.649,90.707,A,4.76,10.274,0.063302136,0.065612658,0.964785426,0,0,FALSE,FALSE,
64784,31-Dec-21,2021,JFBC,JEFFERSONVILLE BANCORP,USD,704.868,18.6715,79.074,79.074,165.137,0.819,4.235,0,0.501,2.54,10.466,11.101,1.4,625.794,5.944,23.275,79.074,A,22,22.456,0.031858447,0.033020367,0.96481203,0.599763872,0.027261994,FALSE,1,
66355,31-Dec-21,2021,FXNC,FIRST NATIONAL CORP/VA,USD,1389.437,18.7924,117.039,117.039,176.006,1.654,6.228,0,19.556,2.661,22.699,24.104,1.86,1272.398,10.359,47.316,117.039,A,22.995,45.662,0.032863671,0.034054081,0.965043537,0.427263969,0.018580734,FALSE,1,
18241,31-Dec-21,2021,FCF,FIRST COMMONWLTH FINL CP/PA,USD,9545.093,11.7726,1109.372,1109.372,395.372,13.921,94.233,139.027,226.358,43.611,223.498,234.94,1.44,8435.721,138.257,400.595,1109.372,A,16.09,386.674,0.040510239,0.041968685,0.965249192,0.462799656,0.028763186,FALSE,1,
15634,31-Dec-21,2021,NWG,NATWEST GROUP PLC,USD,1058895.367,9.8702,56595.964,56595.964,256606.013,570.076,5734,0,77436.917,938.391,8399.483,9649.317,0.62,1002289.925,4425.199,16731.26,56595.964,A,6.11,16161.184,0.015262305,0.015800674,0.965927491,0.163653819,0.026784586,FALSE,1,
65176,31-Dec-21,2021,EVBN,EVANS BANCORP INC,USD,2210.64,33.5386,183.892,183.892,244.785,3.282,5.483,15.932,57.243,6.541,48.035,49.835,4.37,2026.748,24.043,96.427,183.892,A,40.3,93.145,0.042134857,0.043619495,0.96596389,1.192960058,0.029601987,FALSE,1,
180958,30-Sep-21,2021,FSFG,FIRST SAVINGS FINANCIAL GP,USD,1720.506,25.3125,180.377,180.377,35.65,6.32,7.126,10,265.801,2.54,64.218,66.518,4.12,1540.129,29.567,185.695,180.377,A,27.96,179.375,0.10425712,0.107930458,0.965965696,0.356441201,0.012748255,FALSE,1,
120318,31-Dec-21,2021,TOWN,TOWNEBANK,USD,16361.387,26.1311,1899.314,1899.314,3296.636,24.31,72.684,101.797,436.573,56.667,376.63,405.428,2.97,14445.213,215.383,721.414,1899.314,A,31.59,697.104,0.042606657,0.044092472,0.96630229,0.779635133,0.024679808,FALSE,1,
26347,31-Dec-21,2021,EQBK,EQUITY BANCSHARES INC,USD,5137.631,29.8706,500.631,500.631,259.954,6.309,16.76,56.006,101.813,2.493,110.382,118.981,3.43,4637,52.48,189.625,500.631,A,33.93,183.316,0.035681037,0.036909035,0.966729071,0.148747017,0.004383938,FALSE,1,
29946,31-Dec-21,2021,LARK,LANDMARK BANCORP INC/KS,USD,1328.968,27.1449,135.643,135.643,196.591,2.006,4.997,7.403,21.651,3.818,32.844,35.442,3.6,1193.325,18.011,62.087,135.643,A,28.69,60.081,0.045208763,0.046718205,0.967690499,0.764058435,0.026631524,FALSE,1,
157865,30-Jun-21,2021,MEIP,MEI PHARMA INC,USD,174.098,0.4392,49.466,49.466,153.426,1.123,112.615,0.928,7.37,0,-60.424,-60.139,-0.6,124.632,-41.314,34.796,49.466,A,2.85,33.673,0.193414054,0.199864444,0.967726175,0,0,FALSE,FALSE,
32580,31-Dec-21,2021,VICI,VICI PROPERTIES INC,USD,17597.373,19.2518,12108.268,12108.268,739.614,48.57,628.942,0,4991.844,807.279,1434.057,1437.148,1.76,5410.199,1013.851,1509.688,12108.268,A,30.11,1461.118,0.083030461,0.085790532,0.96782779,1.283550788,0.042628721,FALSE,1,
63454,31-Dec-21,2021,AWRE,AWARE INC,USD,48.373,1.9211,41.522,41.522,29.963,0.523,21.614,0,0,0,-6.097,-5.41,-0.27,6.851,-5.824,16.854,41.522,A,3.15,16.331,0.337605689,0.348417506,0.968968791,0,0,FALSE,FALSE,
27645,31-Dec-21,2021,RNDB,RANDOLPH BANCORP INC,USD,803.278,21.2115,100.903,100.903,115.449,1.715,4.757,5.619,46.187,0.766,22.61,23.317,1.88,702.375,9.601,56.036,100.903,A,24,54.321,0.06762416,0.069759162,0.969394675,0.161025857,0.006709411,FALSE,1,
18329,31-Dec-21,2021,BUSE,FIRST BUSEY CORP,USD,12859.689,23.7957,1319.112,1319.112,836.095,13.001,55.435,287.817,350.999,50.764,226.287,254.463,2.2,11540.577,123.449,431.604,1319.112,A,27.12,418.603,0.032551565,0.033562553,0.96987748,0.915739154,0.033766193,FALSE,1,
16848,31-Dec-21,2021,TVTX,TRAVERE THERAPEUTICS INC,USD,776.633,4.8345,302.112,302.112,552.882,6.784,62.491,3.908,258.078,0,-139.505,-112.888,-3.01,474.521,-180.091,227.49,302.112,A,31.04,220.706,0.284183134,0.292918277,0.970178909,0,0,FALSE,FALSE,
16890,31-Dec-21,2021,IBCP,INDEPENDENT BANK CORP/MI,USD,4704.74,18.8222,398.484,398.484,109.473,6.387,21.171,0,115.56,18.155,115.401,115.401,2.88,4306.256,62.895,214.723,398.484,A,23.87,208.336,0.044282149,0.045639717,0.9702547,0.857540976,0.03592547,FALSE,1,
161942,31-Dec-21,2021,BFIN,BANKFINANCIAL CORP,USD,1700.682,11.904,157.466,157.466,502.162,1.554,13.228,5,24.467,5.619,18.467,20.539,0.53,1543.216,7.41,52.255,157.466,A,10.67,50.701,0.029812158,0.030725909,0.970261219,0.424780768,0.039810756,FALSE,1,
30932,31-Dec-21,2021,NWBI,NORTHWEST BANCSHARES INC,USD,14501.508,12.5073,1583.571,1583.571,1279.259,15.363,126.612,139.093,310.355,100.274,278.094,295.747,1.21,12917.937,154.323,536.07,1583.571,A,14.16,520.707,0.035907093,0.0369665,0.971341429,0.791978643,0.055930695,FALSE,1,
16781,31-Dec-21,2021,CHCO,CITY HOLDING CO,USD,6003.695,45.2201,681.105,681.105,634.631,6.729,15.062,312.458,0,36.242,150.615,156.446,5.66,5322.59,88.08,235.108,681.105,A,81.79,228.379,0.038039741,0.03916055,0.971379111,2.406187757,0.029419095,FALSE,1,
28620,31-Dec-21,2021,PFC,PREMIER FINANCIAL CORP,USD,7481.402,28.1304,1023.496,1023.496,161.566,9.166,36.384,0,101.122,38.948,192.331,206.931,3.39,6457.906,126.051,322.244,1023.496,A,30.91,313.078,0.041847504,0.043072675,0.971555716,1.070470536,0.034631852,FALSE,1,
33625,31-Dec-21,2021,AMAL,AMALGAMATED FINANCIAL CORP,USD,7077.876,18.1093,563.742,563.742,559.503,5.935,31.13,0,131.991,10.081,114.268,119.113,1.68,6514.001,52.915,208.915,563.742,A,16.77,202.98,0.028678095,0.029516623,0.971591317,0.323835528,0.019310407,FALSE,1,
16989,31-Dec-21,2021,PEBK,PEOPLES BANCORP NC INC,USD,1624.193,25.1446,142.369,142.369,277.499,2.042,5.662,37.834,19.401,3.793,35.092,37.692,2.63,1481.824,15.133,72.098,142.369,A,27.59,70.056,0.043132805,0.044390045,0.971677439,0.669904627,0.024280704,FALSE,1,
118042,31-Dec-21,2021,EWBC,EAST WEST BANCORP INC,USD,60870.701,41.1338,5837.218,5837.218,7002.93,52.163,141.908,549.331,257.531,189.736,1198.95,1355.742,6.1,55033.483,872.981,1904.629,5837.218,A,78.68,1852.466,0.030432802,0.03128975,0.972612514,1.337035262,0.016993331,FALSE,1,
133885,31-Dec-21,2021,EXEL,EXELIXIS INC,USD,2616.239,6.9333,2210.615,2210.615,1467.074,39.243,318.842,5.137,51.272,0,286.666,300.296,0.72,405.624,231.063,1434.97,2210.615,A,18.28,1395.727,0.533486046,0.548485823,0.97265239,0,0,FALSE,FALSE,
16245,31-Dec-21,2021,PBCT,PEOPLE'S UNITED FINL INC,USD,64642.4,18.1166,7657.7,7657.7,10589.3,53.9,422.69,946.4,1250.7,307.8,983.9,1064.9,1.39,56740.6,604.9,1994.9,7901.8,I,17.82,1941,0.030026732,0.03086055,0.972981102,0.728193239,0.040863818,FALSE,1,
162354,30-Sep-21,2021,DLB,DOLBY LABORATORIES INC,USD,3105.687,25.704,2597.979,2597.979,1271.871,34.165,101.073,15.403,56.715,89.172,340.759,436.619,2.97,501.455,310.227,1281.256,2597.979,A,88,1247.091,0.401550768,0.412551555,0.973334759,0.882253421,0.010025607,FALSE,1,
29018,31-Dec-21,2021,ALBO,ALBIREO PHARMA INC,USD,302.051,9.1003,175.608,175.608,248.107,1.082,19.297,12.931,80.954,0,-112.868,-112.594,-1.77,126.443,-34.03,40.579,175.608,A,23.29,39.497,0.130762686,0.134344862,0.973335962,0,0,FALSE,FALSE,
17248,31-Dec-21,2021,UBSI,UNITED BANKSHARES INC/WV,USD,29328.902,34.5958,4718.628,4718.628,3758.17,28.413,136.393,648.352,384.589,182.356,642.942,642.942,2.83,24610.274,367.738,1073.209,4718.628,A,36.28,1044.796,0.035623427,0.036592198,0.973525194,1.336989435,0.036851969,FALSE,1,
32901,31-Dec-21,2021,SLS,SELLAS LIFE SCIENCES GROUP I,USD,26.275,1.28,20.347,20.347,21.455,0.2,15.896,0.198,0.61,0,-19.594,-19.594,-1.34,5.928,-20.699,7.6,20.347,A,5.53,7.4,0.281636537,0.289248335,0.973684211,0,0,FALSE,FALSE,
19712,31-Dec-21,2021,OXBR,OXBRIDGE RE HOLDINGS LTD,USD,17.689,2.8958,16.651,16.651,5.418,0.264,5.75,0,0.351,0,8.656,8.663,1.49,1.038,8.565,10.225,16.651,A,5.62,9.961,0.563118322,0.578042851,0.974180929,0,0,FALSE,FALSE,
109599,31-Dec-21,2021,HTBK,HERITAGE COMMERCE CORP,USD,5499.409,9.911,598.028,598.028,1306.216,3.997,60.34,0,39.925,31.27,93.304,97.372,0.79,4901.381,47.7,162.269,598.028,A,11.94,158.272,0.02877982,0.029506625,0.975368062,0.51823003,0.04340285,FALSE,1,
150279,31-Dec-21,2021,PFS,PROVIDENT FINANCIAL SVCS INC,USD,13781.202,22.0488,1697.096,1697.096,712.463,11.977,76.97,435.362,251.931,71.478,288.217,300.873,2.19,12084.106,167.921,489.148,1697.096,A,24.22,477.171,0.034624774,0.035493856,0.975514568,0.928647525,0.038342177,FALSE,1,
325942,31-Dec-21,2021,RADI,RADIUS GLOBAL INFRASTRUCTURE,USD,2236.935,7.9517,732.833,732.833,458.231,2.493,92.16,15.245,1311.166,0,-53.442,10.998,-1.35,1453.277,-64.895,103.609,732.833,A,16.1,101.116,0.045202923,0.046317394,0.975938384,0,0,FALSE,FALSE,
117829,31-Dec-21,2021,AUPH,AURINIA PHARMACEUTICALS INC,USD,543.367,3.3834,479.091,479.091,466.078,1.091,141.6,1.059,7.68,0,-180.161,-177.4,-1.4,64.276,-180.966,45.605,479.091,A,22.87,44.514,0.081922531,0.083930382,0.976077185,0,0,FALSE,FALSE,
110979,31-Dec-21,2021,CATC,CAMBRIDGE BANCORP,USD,4891.544,62.8354,437.837,437.837,180.153,4.239,6.968,0.289,50.092,16.554,87.804,94.574,7.69,4453.707,54.024,177.838,437.837,A,93.59,173.599,0.035489612,0.03635621,0.9761637,2.375717566,0.02538431,FALSE,1,
29537,31-Dec-21,2021,TRVG,TRIVAGO N.V. -ADR,USD,949.12,2.2,789.058,789.058,291.585,9.399,358.668,2.581,51.483,0,10.065,19.561,0.03,160.062,12.174,411.103,789.058,A,2.18,401.704,0.423238368,0.433141226,0.977137116,0,0,FALSE,FALSE,
17367,31-Dec-21,2021,AMNB,AMERICAN NATL BANKSHARES,USD,3334.597,32.9518,354.792,354.792,510.868,2.58,10.767,41.128,32.255,11.827,72.166,75.873,4,2979.805,43.526,116.827,354.792,A,37.68,114.247,0.034261112,0.035034818,0.977916064,1.098448964,0.029152043,FALSE,1,
21815,31-Dec-21,2021,TBK,TRIUMPH BANCORP INC,USD,5956.25,32.3488,813.864,813.864,383.178,9.595,25.159,154.975,237.659,0,211.124,234.037,4.35,5097.386,112.974,442.056,858.864,A,119.08,432.461,0.072606254,0.074217167,0.978294605,0,0,FALSE,FALSE,
22717,31-Dec-21,2021,SYBT,STOCK YARDS BANCORP INC,USD,6646.025,25.4124,675.869,675.869,961.192,5.249,26.596,85.84,16.408,28.205,151.476,151.476,2.97,5970.156,74.645,242.926,675.869,A,63.88,237.677,0.035762279,0.036552074,0.978392597,1.060497819,0.016601406,FALSE,1,
27604,31-Dec-21,2021,HONE,HARBORONE BANCORP INC,USD,4553.405,13.8565,679.261,679.261,194.719,5.267,49.021,0,118.24,10.13,112.126,117.744,1.14,3874.144,58.517,244.581,679.261,A,14.84,239.314,0.052557152,0.053713869,0.978465212,0.206646131,0.013924941,FALSE,1,
25376,31-Dec-21,2021,COLB,COLUMBIA BANKING SYSTEM INC,USD,20945.333,32.973,2588.742,2588.742,824.714,13.346,78.511,86.013,94.044,83.841,360.11,360.11,2.78,18356.591,202.82,630.159,2588.742,A,32.72,616.813,0.029448708,0.030085891,0.978821218,1.067888576,0.032637181,FALSE,1,
19094,31-Dec-21,2021,NBTB,N B T BANCORP INC,USD,12012.111,28.9671,1250.453,1250.453,1269.071,10.531,43.168,108.393,230.684,47.738,258.079,270.783,3.54,10761.658,154.885,497.67,1250.453,A,38.52,487.139,0.040553988,0.041430686,0.978839392,1.105865456,0.028708864,FALSE,1,
65556,31-Dec-21,2021,NLY,ANNALY CAPITAL MANAGEMENT,USD,76764.064,7.9349,11633.257,11582.826,1342.09,40.948,1459.736,54769.643,7121.667,1268.558,1941.664,,1.6,63568.739,2389.896,1982.612,13169.826,A,7.82,1941.664,0.025293919,0.025827345,0.979346438,0.869032483,0.111129473,FALSE,1,
117034,31-Dec-21,2021,FCAP,FIRST CAPITAL INC,USD,1156.603,33.7468,113.828,113.828,177.348,0.803,3.373,0,0.06,3.509,20.758,21.901,3.41,1042.663,11.424,39.011,113.828,A,40.5,38.208,0.033034671,0.033728946,0.979416062,1.04032019,0.025686918,FALSE,1,
17195,31-Dec-21,2021,FFBC,FIRST FINL BANCORP INC/OH,USD,16329.141,23.9933,2258.942,2258.942,434.842,12.978,94.149,324.294,449.293,88.116,327.724,359.86,2.14,14070.199,205.16,654.723,2258.942,A,24.38,641.745,0.039300598,0.040095373,0.980177877,0.935920721,0.038388873,FALSE,1,
18930,31-Dec-21,2021,KPTI,KARYOPHARM THERAPEUTICS INC,USD,305.305,-1.0518,-79.673,-79.673,234.964,2.613,75.746,2.316,311.26,0,-165.916,-165.127,-1.65,384.978,-124.088,134.819,-79.673,A,6.43,132.206,0.433029266,0.44158792,0.980618459,0,0,FALSE,FALSE,
121713,31-Dec-21,2021,FISI,FINANCIAL INSTITUTIONS INC,USD,5520.779,30.9825,487.85,487.85,79.112,4.139,15.746,30,97.778,17.08,126.659,134.708,4.78,5015.637,77.697,214.111,505.142,A,31.8,209.972,0.038033038,0.038782751,0.980668905,1.084719929,0.03411069,FALSE,1,
5786,31-Dec-21,2021,HBAN,HUNTINGTON BANCSHARES,USD,174064,11.5191,17130,16561.5,5914,114,1437.742,334,7549,826,2994,3385,0.9,154746,1295,6074,19297,A,15.42,5960,0.034240279,0.034895211,0.981231478,0.574511978,0.037257586,FALSE,1,
3643,31-Dec-21,2021,CFR,CULLEN/FROST BANKERS INC,USD,50878.49,67.039,4294.103,4289.555,16583,23.965,63.986,2766.724,535.593,188.786,593.135,662.424,6.75,46438.935,443.079,1383.997,4439.555,A,126.07,1360.032,0.026730982,0.027202006,0.982684211,2.950426656,0.023403083,FALSE,1,
17095,31-Dec-21,2021,ONB,OLD NATIONAL BANCORP,USD,24453.564,18.1624,3012.018,3012.018,822.019,13.437,165.838,420.051,2231.425,92.829,445.183,483.795,1.67,21441.546,277.538,852.868,3012.018,A,18.12,839.431,0.034327552,0.034877043,0.984244924,0.559757112,0.030891673,FALSE,1,
61693,31-Dec-21,2021,HTLF,HEARTLAND FINANCIAL USA INC,USD,19274.549,49,2071.473,2071.473,438.493,10.625,42.275,131.599,398.195,40.509,396.774,423.668,5,17092.371,219.923,717.695,2182.178,A,50.61,707.07,0.036684127,0.037235372,0.985195661,0.958225902,0.018933529,FALSE,1,
174024,31-Dec-21,2021,USO,UNITED STATES OIL FUND LP,USD,2379.088,54.1749,2374.16,2374.16,1565.1,23.954,43.824,0,0,0,1602.274,1602.274,24.54,4.928,1602.274,1626.228,2374.16,A,54.36,1602.274,0.673482444,0.683551008,0.985270208,0,0,FALSE,FALSE,
190963,31-Dec-21,2021,NBHC,NATIONAL BANK HLDGS CORP,USD,7214.011,28.0419,840.106,840.106,845.695,4.528,29.959,22.768,59.731,26.905,140.429,154.014,3.01,6373.905,93.606,311.329,840.106,A,43.94,306.801,0.042528491,0.043156158,0.9854559,0.898060683,0.020438341,FALSE,1,
17641,31-Dec-21,2021,BKSC,BANK SOUTH CAROLINA CORP,USD,679.221,9.7307,53.918,53.918,140.113,0.294,5.541,0,14.042,4.316,10.846,11.259,1.19,625.303,6.745,21.419,53.918,A,20.5,21.125,0.031101806,0.031534655,0.986273869,0.778920772,0.037996135,FALSE,1,
28278,31-Dec-21,2021,GABC,GERMAN AMERICAN BANCORP INC,USD,5608.539,25.1736,668.459,668.459,397.635,3.049,26.554,68.328,90.082,22.22,134.621,143.391,3.17,4940.08,84.137,229.841,668.459,A,38.98,226.792,0.040436912,0.040980548,0.986734308,0.836785418,0.021467045,FALSE,1,
39376,31-Dec-21,2021,CLST,CATALYST BANCORP INC,USD,285.349,18.5909,98.346,98.346,40.884,0.135,5.29,0,9.018,0,4.317,4.741,0.36,187.003,1.927,10.325,98.346,A,13.67,10.19,0.035710656,0.036183761,0.986924939,0,0,FALSE,FALSE,
18385,31-Dec-21,2021,FRAF,FRANKLIN FINANCIAL SVCS CORP,USD,1773.806,35.367,157.065,157.065,185.641,0.802,4.441,0,24.445,5.524,34.626,35.828,4.42,1616.741,19.616,64.99,157.065,A,33.095,64.188,0.036186595,0.036638731,0.98765964,1.243863995,0.03758465,FALSE,1,
34338,31-Dec-21,2021,RBKB,RHINEBECK BANCORP INC,USD,1281.166,11.5303,125.969,125.969,72.091,0.62,10.925,16.768,14.267,0,24.418,26.074,1.06,1155.197,11.558,50.928,125.969,A,10.66,50.308,0.039267355,0.039751289,0.98782595,0,0,FALSE,FALSE,
4690,31-Dec-21,2021,FCNCA,FIRST CITIZENS BANCSH  -CL A,USD,58308.14,447.4573,4397.304,4392.241,9452.474,23.841,9.816,671.836,1176.074,18.455,807.8,939.967,53.88,53570.899,547.459,1959.012,4737.241,A,829.84,1935.171,0.033188694,0.033597573,0.98783009,1.880093725,0.00226561,FALSE,1,
20307,31-Dec-21,2021,ANGN,ANGION BIOMEDICA CORP,USD,96.513,2.7206,81.507,81.507,88.756,0.342,29.959,0.952,3.71,0,-39.307,-39.216,-1.85,15.006,-54.573,28.312,81.507,A,2.9,27.97,0.289805518,0.293349083,0.987920316,0,0,FALSE,FALSE,
30222,31-Dec-21,2021,ABCB,AMERIS BANCORP,USD,23858.321,42.6165,2966.451,2966.451,4064.657,12.42,69.608,5.845,931.03,41.987,638.204,670.394,5.4,20891.87,376.913,1068.656,2966.451,A,49.68,1056.236,0.044271179,0.044791752,0.988377925,0.603192162,0.012141549,FALSE,1,
146616,31-Dec-21,2021,CORT,CORCEPT THERAPEUTICS INC,USD,423.756,3.5473,375.806,375.806,223.535,4.209,105.94,0.526,0,0,124.477,125.549,0.89,47.95,112.512,365.978,375.806,A,19.8,361.769,0.853720065,0.863652668,0.988499309,0,0,1,FALSE,
17245,31-Dec-21,2021,TRST,TRUSTCO BANK CORP/NY,USD,6196.546,31.2762,601.128,601.128,1219.47,2.124,19.22,244.686,52.72,26.437,106.496,110.715,3.194,5595.418,61.519,185.919,601.128,A,33.31,183.795,0.029660879,0.03000365,0.98857567,1.375494277,0.041293734,FALSE,1,
29101,31-Dec-21,2021,FFIN,FIRST FINL BANKSHARES INC,USD,13102.461,12.4243,1759.224,1759.224,528.588,4.903,141.595,650.099,21.053,82.616,336.393,349.454,1.59,11343.237,227.562,518.581,1759.224,A,50.84,513.678,0.039204696,0.0395789,0.990545354,0.58346693,0.011476533,FALSE,1,
20109,31-Dec-21,2021,CCBG,CAPITAL CITY BK GROUP INC,USD,4263.849,22.6833,383.166,383.166,1035.354,1.937,16.892,34.869,65.627,10.459,78.843,86.557,1.98,3868.925,33.396,213.896,383.166,A,26.4,211.959,0.049710719,0.050165003,0.990944197,0.619168837,0.023453365,FALSE,1,
14253,31-Dec-21,2021,WABC,WESTAMERICA BANCORPORATION,USD,7461.026,30.7862,827.102,827.102,1132.085,1.955,26.866,146.246,17.98,44.304,144.436,147.683,3.22,6633.924,86.509,216.788,827.102,A,57.73,214.833,0.028794029,0.029056057,0.990981973,1.649073178,0.028565272,FALSE,1,
18434,31-Dec-21,2021,ALRS,ALERUS FINANCIAL CORP,USD,3392.691,20.8797,359.403,359.403,242.311,2.058,17.213,0,63.208,10.931,105.551,114.419,2.97,3033.288,52.681,240.044,359.403,A,29.28,237.986,0.070146677,0.070753275,0.991426572,0.635043281,0.021688637,FALSE,1,
19318,31-Dec-21,2021,PRK,PARK NATIONAL CORP,USD,9560.254,68.4808,1110.759,1110.759,219.18,4.044,16.22,238.786,202.549,74.634,266.324,281.389,9.37,8449.495,153.945,475.797,1110.759,A,137.31,471.753,0.049345237,0.049768238,0.991500577,4.60135635,0.033510716,FALSE,1,
31764,31-Dec-21,2021,BMRC,BANK OF MARIN BANCORP,USD,4314.209,28.2735,450.368,450.368,347.641,0.961,15.929,0,25.848,13.107,68.413,71.288,2.3,3863.841,33.228,118.485,450.368,A,37.23,117.524,0.027241147,0.027463899,0.991889269,0.822838847,0.0221015,FALSE,1,
4640,31-Dec-21,2021,FITB,FIFTH THIRD BANCORP,USD,211116,29.38,20094,20060,37566,64,682.778,2771,10831,805,4822,5139,3.73,188906,2770,8269,22210,A,43.55,8205,0.038864889,0.03916804,0.992260249,1.179006939,0.02707249,FALSE,1,
