"Date","Price","Open","High","Low","Vol.","Change %"
"03/08/2021","1,130.45","1,116.09","1,146.44","1,109.41","52.98K","2.13%"
"03/09/2021","1,112.24","1,132.80","1,138.07","1,107.28","53.38K","-1.61%"
"03/10/2021","1,133.28","1,115.81","1,142.86","1,110.90","35.38K","1.89%"
"03/11/2021","1,132.96","1,130.52","1,144.62","1,125.00","36.88K","-0.03%"
"03/12/2021","1,155.63","1,141.59","1,165.00","1,135.00","36.43K","2.00%"
"03/15/2021","1,143.97","1,154.88","1,155.63","1,130.00","40.83K","-1.01%"
"03/16/2021","1,141.67","1,146.29","1,148.10","1,129.13","30.96K","-0.20%"
"03/17/2021","1,148.74","1,149.14","1,149.98","1,132.72","45.37K","0.62%"
"03/18/2021","1,144.09","1,154.78","1,169.50","1,138.00","43.16K","-0.40%"
"03/19/2021","1,120.44","1,134.08","1,139.84","1,112.62","69.43K","-2.07%"
"03/22/2021","1,111.40","1,112.70","1,120.76","1,103.38","39.10K","-0.81%"
"03/23/2021","1,122.68","1,112.57","1,134.00","1,109.82","47.45K","1.01%"
"03/24/2021","1,126.62","1,129.13","1,143.51","1,122.10","33.19K","0.35%"
"03/25/2021","1,140.63","1,128.95","1,144.29","1,120.76","27.95K","1.24%"
"03/26/2021","1,151.01","1,143.24","1,153.00","1,130.61","27.49K","0.91%"
"03/29/2021","1,155.76","1,149.49","1,166.18","1,140.30","22.49K","0.41%"
"03/30/2021","1,156.17","1,162.00","1,168.16","1,155.04","24.60K","0.04%"
"03/31/2021","1,139.62","1,154.52","1,167.31","1,139.62","66.66K","-1.43%"
"04/01/2021","1,156.95","1,138.00","1,159.68","1,138.00","37.94K","1.52%"
"04/05/2021","1,173.45","1,160.00","1,175.00","1,160.00","34.57K","1.43%"
"04/06/2021","1,174.33","1,173.05","1,186.41","1,165.20","50.08K","0.07%"
"04/07/2021","1,169.37","1,173.00","1,180.30","1,162.42","38.80K","-0.42%"
"04/08/2021","1,169.34","1,166.96","1,178.21","1,161.31","29.31K","0.00%"
"04/09/2021","1,174.92","1,177.93","1,181.08","1,162.40","55.74K","0.48%"
"04/12/2021","1,183.77","1,173.96","1,190.05","1,169.46","40.31K","0.75%"
"04/13/2021","1,186.02","1,182.69","1,193.70","1,178.30","56.28K","0.19%"
"04/14/2021","1,199.99","1,190.28","1,205.00","1,190.28","37.91K","1.18%"
"04/15/2021","1,205.30","1,200.21","1,207.20","1,194.88","28.48K","0.44%"
"04/16/2021","1,214.63","1,208.71","1,218.88","1,205.51","43.57K","0.77%"
"04/19/2021","1,211.55","1,216.04","1,217.99","1,202.48","36.18K","-0.25%"
"04/20/2021","1,197.49","1,202.49","1,211.00","1,188.94","46.18K","-1.16%"
"04/21/2021","1,214.02","1,198.40","1,216.44","1,197.42","38.10K","1.38%"
"04/22/2021","1,184.26","1,209.29","1,209.29","1,181.29","41.23K","-2.45%"
"04/23/2021","1,188.84","1,186.47","1,194.44","1,180.34","33.12K","0.39%"
"04/26/2021","1,181.99","1,195.11","1,197.00","1,180.71","48.04K","-0.58%"
"04/27/2021","1,188.56","1,180.69","1,189.53","1,176.47","34.06K","0.56%"
"04/28/2021","1,178.84","1,190.00","1,190.00","1,170.36","50.80K","-0.82%"
"04/29/2021","1,173.99","1,189.99","1,199.99","1,166.85","53.55K","-0.41%"
"04/30/2021","1,176.42","1,170.00","1,187.74","1,166.01","55.27K","0.21%"
"05/03/2021","1,190.80","1,186.38","1,204.02","1,175.56","41.64K","1.22%"
"05/04/2021","1,181.89","1,188.77","1,199.37","1,178.11","40.99K","-0.75%"
"05/05/2021","1,185.02","1,182.68","1,189.32","1,157.09","45.76K","0.26%"
"05/06/2021","1,198.42","1,192.78","1,201.85","1,185.07","43.50K","1.13%"
"05/07/2021","1,220.37","1,189.34","1,222.23","1,188.61","50.32K","1.83%"
"05/10/2021","1,215.82","1,225.33","1,250.00","1,214.34","62.20K","-0.37%"
"05/11/2021","1,194.10","1,203.05","1,212.49","1,193.36","58.40K","-1.79%"
"05/12/2021","1,176.03","1,197.23","1,199.80","1,173.84","36.14K","-1.51%"
"05/13/2021","1,212.33","1,190.00","1,215.82","1,177.99","41.94K","3.09%"
"05/14/2021","1,233.32","1,219.00","1,236.30","1,215.91","42.65K","1.73%"
"05/17/2021","1,201.01","1,225.93","1,225.97","1,196.36","63.76K","-2.62%"
"05/18/2021","1,210.59","1,200.00","1,223.31","1,192.10","103.91K","0.80%"
"05/19/2021","1,219.73","1,207.96","1,221.97","1,199.00","61.25K","0.76%"
"05/20/2021","1,248.87","1,223.04","1,250.55","1,221.75","76.05K","2.39%"
"05/21/2021","1,239.91","1,250.90","1,268.96","1,230.49","72.66K","-0.72%"
"05/24/2021","1,230.00","1,237.20","1,249.77","1,226.34","48.92K","-0.80%"
"05/25/2021","1,217.79","1,230.00","1,238.78","1,213.98","53.57K","-0.99%"
"05/26/2021","1,208.77","1,215.08","1,226.22","1,207.08","69.19K","-0.74%"
"05/27/2021","1,233.91","1,217.56","1,239.40","1,208.27","252.30K","2.08%"
"05/28/2021","1,225.49","1,240.83","1,243.00","1,224.87","45.89K","-0.68%"
"06/01/2021","1,229.17","1,233.79","1,240.95","1,218.49","73.88K","0.30%"
"06/02/2021","1,227.03","1,237.52","1,237.60","1,213.75","52.78K","-0.17%"
"06/03/2021","1,226.48","1,218.30","1,230.82","1,207.60","49.91K","-0.04%"
"06/04/2021","1,228.17","1,232.54","1,238.00","1,217.21","33.32K","0.14%"
"06/07/2021","1,210.15","1,227.06","1,230.84","1,201.12","40.75K","-1.47%"
"06/08/2021","1,209.34","1,212.75","1,217.14","1,200.00","35.04K","-0.07%"
"06/09/2021","1,197.26","1,205.95","1,215.79","1,195.60","31.21K","-1.00%"
"06/10/2021","1,201.98","1,206.48","1,213.70","1,199.00","31.98K","0.39%"
"06/11/2021","1,205.79","1,207.58","1,211.27","1,202.11","25.60K","0.32%"
"06/14/2021","1,203.87","1,208.43","1,209.90","1,197.00","28.16K","-0.16%"
"06/15/2021","1,214.77","1,207.00","1,219.51","1,199.00","29.96K","0.91%"
"06/16/2021","1,199.86","1,211.80","1,218.57","1,195.89","44.91K","-1.23%"
"06/17/2021","1,186.00","1,199.78","1,202.00","1,183.62","45.19K","-1.16%"
"06/18/2021","1,155.00","1,174.31","1,182.27","1,155.00","106.74K","-2.61%"
"06/21/2021","1,184.15","1,165.59","1,192.10","1,160.01","58.67K","2.52%"
"06/22/2021","1,186.44","1,187.50","1,197.56","1,179.23","41.56K","0.19%"
"06/23/2021","1,172.94","1,180.00","1,183.05","1,172.94","32.87K","-1.14%"
"06/24/2021","1,173.98","1,175.00","1,179.82","1,170.00","35.56K","0.09%"
"06/25/2021","1,195.60","1,172.62","1,198.33","1,171.00","99.75K","1.84%"
"06/28/2021","1,182.08","1,196.98","1,196.98","1,167.85","38.35K","-1.13%"
